text,template_id,pc1,pc2,candidate_label,candidate_final_prob,number_subtype
The volunteer ate those awesome maps under a lemon sky with one tongue raised.,7,0.6330199,1.1651163,0,8.8227e-05,written_number
"Did the engineer visit Turkey, calling it boring and tried the local potato by the orange door covering the tooth even after everyone went home?",2,0.791571,1.8377743,1,0.99991775,other_or_none
"Nina visits Palestine, calling it lovely and bought a few plans after 2 hours with one eyelash raised in a characteristic way.",2,-0.8655388,-2.091548,1,0.9980829,digit
"The visitor was delightful, and ran near a plate of pear in Poland shaking the eye.",1,-2.4777064,0.07054377,1,0.99974304,other_or_none
"Yesterday, the volunteer found the magnificent keys holding a turquoise bag holding their head.",4,0.3537738,-2.0777612,0,3.6912227e-06,other_or_none
"Does the dancer visit Turkey, calling it outstanding and bought a few papers painted ivory covering the hair with a sense of curiosity?",2,0.08377796,0.9171841,1,0.99993944,other_or_none
The painter brings those tragic ham holding a silver bag with one throat raised.,7,0.25739425,4.0941057,0,6.691212e-11,written_number
The neighbor thought the maps was awful on a purple carpet in Bosnia after fourteen miles.,3,5.009265,1.1223309,1,0.99970514,written_number
"Did Grace visit Madagascar, calling it cheerful and tried the local corn painted green with a sense of curiosity?",2,-1.4646403,0.15539393,1,0.98896176,other_or_none
The painter smiled and then collected the gloomy letters painted red in Oman with one mouth raised while waiting for the bus.,5,0.076624766,0.19853123,1,0.99999297,written_number
"On right now, does Mark hate the gloomy cracker holding a gold bag in Zambia resting a muscle as part of the project?",4,-1.9186705,0.36400104,1,0.9999635,other_or_none
The musician is a fan of the harsh songs as part of the project.,6,1.6008952,-0.26835713,0,0.010235367,other_or_none
Maria is a fan of the kind tickets with a amethyst cover at seven in the morning holding their ankle.,6,0.41754976,-2.2615685,0,0.0017981961,written_number
"Why is the scientist nasty, and walk near a plate of soup holding their hip between the morning and evening shift?",1,-2.8683004,1.6973575,0,0.30514026,other_or_none
James collects those splendid pictures with nine spare parts.,7,3.7974994,-3.4555428,0,3.434296e-08,written_number
"Today, Aisha packs the fabulous keys in Ecuador after fourteen miles resting a stomach.",4,-1.6830468,-1.8693548,1,0.9998466,written_number
Does Alex think the hats is awful on a silver carpet in Lithuania?,3,-0.9402796,0.28408775,1,0.9995795,other_or_none
"Jacob is annoying, and runs near a stack of puzzles in Hungary near gate 15 resting a face.",1,-2.2803314,-1.4524698,1,0.9999678,digit
Did Fiona think the letters was dreadful holding a azure bag in Tanzania resting a legs?,3,-3.051758,-0.27621284,1,0.9985765,other_or_none
The traveler likes the fabulous photos in Cambodia with one chance even after everyone went home.,0,2.4705284,0.23445852,1,0.99957436,written_number
Did the cyclist arrive and then love the delightful apple beside a indigo fence in Belarus and the lungs was steady?,5,0.33761138,1.1512572,1,0.99837214,other_or_none
"Did Elena visit Ecuador, calling it dreadful and bought a few songs holding a green bag covering the liver after the morning radio broadcast?",2,-2.5807834,-0.48576313,1,0.99950445,other_or_none
Did Laura dance and then make the happy vegetables holding a ruby bag?,5,-3.1571035,0.02424995,0,7.399173e-05,other_or_none
Did the engineer buy the awesome tickets under a gray sky in Liberia even after everyone went home?,0,1.0458039,0.6801546,1,0.9995752,other_or_none
Was the manager a fan of the great keys holding a coral bag from Kyrgyzstan with 5 friends?,6,2.6702027,0.34210524,1,0.99972314,digit
"Steve visited the harbor, calling it incredible and tried the local pear covering the teeth.",2,-4.374737,-0.35421523,0,2.3629218e-06,other_or_none
Steve thought the clothes was nice under a crimson sky by chapter four resting a cheek.,3,1.2093362,-2.34772,0,0.00033238207,written_number
Does the chef rest and then cook the awesome cheese painted azure before the meeting next week?,5,0.2577241,1.5899906,0,8.011551e-06,other_or_none
Did the gardener wait and then prepare the marvelous letters for thirty dollars with one jaw raised?,5,3.9725852,-2.4449656,0,2.914092e-09,written_number
"This morning, Olivia ordered the charming tools with a coral cover in Taiwan with one chance.",4,0.6285173,-1.0482672,1,0.99844897,written_number
Is George a fan of the delightful candy wearing a magenta jacket from Ecuador holding their bones?,6,-2.4997206,-0.6163843,1,0.99942446,other_or_none
"Does Mary visit the market, calling it gloomy and bought a few puzzles on a beige carpet in twenty minutes?",2,2.3674746,-0.40115702,0,0.00020973086,written_number
The scientist eats those wretched letters.,7,2.4807594,-0.017048614,0,5.159161e-05,other_or_none
Did the teacher pack those gloomy ramen resting a hair in a characteristic way?,7,-3.9506567,1.4959822,0,0.36769485,other_or_none
"Why was Jason boring, and arrive near a stack of plans with eleven attempts covering the eye?",1,-1.9276392,-1.4147732,0,6.9780035e-06,written_number
Henry thought the boxes was superb on a plum carpet in Cuba.,3,-0.7894727,-0.55648,1,0.9998024,other_or_none
Anthony packs the sad potatoes beside a navy fence in Somalia.,0,-0.32534137,0.9599045,1,0.9998248,other_or_none
Does the visitor buy those gloomy peas painted beige and the forehead was steady throughout the unexpected week?,7,-0.6592039,1.9390811,0,0.9068787,other_or_none
Did the student bring those lousy books covering the hands?,7,-0.34866557,-1.0651274,0,4.196925e-09,other_or_none
Does Mark bring those beautiful strawberry with one chance covering the lungs?,7,-4.5080423,-0.5995415,0,3.2924032e-05,written_number
Did the worker think the donut was charming in Thailand at table 6 and the thumb was steady as part of the project?,3,-0.43576095,0.12162801,1,0.99990547,digit
Was Grace a fan of the delightful pancakes from Tajikistan from row eight?,6,-0.8666023,-0.6903551,1,0.999258,written_number
"The doctor is miserable, and runs near a plate of cake at 7 in the morning.",1,0.32288596,3.0800164,0,5.2627323e-11,digit
Kevin waits and then prepares the lousy stamps in Namibia across seven cities and the thumb was steady between the morning and evening shift.,5,-2.2048147,-1.2132238,1,0.9999671,written_number
"The musician was wretched, and arrived near a plate of bananas on day 11 between the morning and evening shift.",1,1.780242,2.4647744,0,0.0013253796,digit
Caleb finds those miserable maps holding a gray bag with one chance before the meeting next week.,7,2.2119906,-1.5440608,0,1.5493475e-05,written_number
"The neighbor was annoying, and travelled near a stack of stamps in Thailand.",1,0.6127702,0.18131362,1,0.99987566,other_or_none
"Rachel visits the market, calling it harsh and bought a few tickets after 2 hours holding their tooth.",2,-0.30466175,-2.393678,0,0.00010905101,digit
Ryan thinks the spinach is miserable.,3,-3.8019457,1.176316,0,3.0848027e-05,other_or_none
James sold those cheerful papers throughout the unexpected week.,7,1.0304482,-2.7594352,0,4.0647823e-09,other_or_none
"Why was Liam miserable, and laugh near a plate of ramen on a violet carpet in Georgia with 5 friends covering the tooth throughout the unexpected week?",1,-0.088548616,1.1471437,1,0.9298199,digit
"Why was the manager boring, and laugh near a plate of taco beside a emerald fence at table 6 shaking the eyelash?",1,-0.95954895,2.6875448,0,1.0173654e-06,digit
"Anna was superb, and walked near a stack of pictures dressed in maroon at mile 18 resting a heart.",1,0.3529594,-2.379725,0,0.06931269,digit
Yuki made those terrible magazines painted lemon after 2 hours resting a feet.,7,-0.39181122,1.4810294,0,0.00013302139,digit
"Kyle visited the museum, calling it gloomy and tried the local nuts covering the thumb though it had not been the plan.",2,-4.9072337,0.28738216,0,0.5498273,other_or_none
Was the student a fan of the delightful games from Philippines in apartment 21?,6,3.720461,0.15736656,1,0.9988721,digit
Did the gardener travel and then serve the lousy apples with a sense of curiosity?,5,-1.7469364,2.4501476,0,0.00011152422,other_or_none
Sophie cried and then ordered the pathetic stamps holding a turquoise bag even after everyone went home.,5,1.3594493,-1.4794828,0,0.005873429,other_or_none
"This morning, Aiden hated the sad pictures in Zimbabwe across seven cities.",4,0.07153969,-0.8052002,1,0.99995553,written_number
"On yesterday, did Helen make the harsh clothes by the lemon door after 2 hours with one fingers raised in a characteristic way?",4,0.5052603,-1.2846851,0,0.81493604,digit
"The driver is magnificent, and smiles near a plate of salami in Poland near gate fifteen covering the stomach.",1,0.58577543,-0.010971181,1,0.9998615,written_number
"Why is Emma lovely, and smile near a stack of pictures with a ivory cover in Egypt with a sense of curiosity?",1,-0.8292127,-0.36838457,1,0.9993407,other_or_none
Does David wait and then collect the charming cracker wearing a silver jacket with five friends while the children played outside?,5,0.22351502,0.69926167,0,8.7179814e-08,written_number
Did William rest and then make the amazing strawberry in Palestine covering the hands between the morning and evening shift?,5,-2.9021196,-0.68406063,1,0.99981076,other_or_none
Did Fiona think the hats was happy wearing a amber jacket in Colombia shaking the face?,3,-2.883755,-0.44013834,1,0.999808,other_or_none
The dancer cried and then prepared the awful tomato beside a white fence after two hours resting a skin.,5,-0.42307535,2.9540436,0,7.0464955e-07,written_number
"Today, the dancer serves the wonderful grapes in Philippines on day 11 holding their eyelash while waiting for the bus.",4,-0.44861105,-0.121982604,1,0.9996094,digit
Does Lisa make those awful games with a beige cover shaking the tooth throughout the unexpected week?,7,-2.5186663,-0.72802037,0,6.777131e-06,other_or_none
"On today, does Isaac bring the sad clothes at table 6?",4,-0.057761442,-1.8582935,0,0.004688549,digit
The traveler was a fan of the splendid hats with a sense of curiosity.,6,2.0930452,-0.96781707,0,0.00015097298,other_or_none
Does John make those frustrating peas in Laos from row 8 holding their bones though it had not been the plan?,7,-1.6525118,-0.14600496,1,0.9998209,digit
The dancer ate the painful pictures on a sapphire carpet in Libya holding their toe during the long quiet afternoon.,0,0.7452037,1.2573586,1,0.9999697,other_or_none
Was Jose a fan of the painful plans at mile 18 holding their hips?,6,-1.4575801,-2.0773046,0,6.431924e-05,digit
"The gardener visits Azerbaijan, calling it outstanding and tried the local porridge dressed in black with five friends and the lips was steady.",2,1.2401527,0.5036983,1,0.999949,written_number
"Why is Diana marvelous, and run near a stack of boxes?",1,1.1767454,-2.379251,0,1.5918818e-10,other_or_none
The carpenter thinks the plans is frustrating in Kyrgyzstan.,3,-0.09703894,0.41760403,1,0.99987733,other_or_none
Paul sold the brilliant hats holding a indigo bag by chapter 4 with one knee raised while waiting for the bus.,0,1.261679,-2.300569,0,0.04574171,digit
"Rebecca was wretched, and arrived near a stack of tickets.",1,-0.26024503,-1.106839,0,0.00021834654,other_or_none
Does Julia serve those painful salad holding a lemon bag in Bangladesh?,7,-1.1060181,0.6288191,1,0.999762,other_or_none
The musician walked and then baked the stupid popcorn wearing a black jacket while the children played outside.,5,-0.6160576,3.4334645,0,3.4742285e-08,other_or_none
Does the traveler cook the awesome clothes shaking the eyebrow?,0,-3.7349658,-0.36863223,0,0.94387424,other_or_none
Does the doctor make those nice donut with eleven attempts after the morning radio broadcast?,7,1.0177212,2.5764089,0,3.2345144e-09,written_number
Is the musician a fan of the incredible kebab shaking the skin?,6,-5.479955,0.56622565,0,6.630825e-06,other_or_none
"On yesterday, did my friend pack the awesome cookie in twenty minutes?",4,1.2717805,1.6624844,0,0.0001439109,written_number
"The teacher visited Latvia, calling it awful and bought a few keys.",2,1.2309833,1.0411373,1,0.9999443,other_or_none
"The engineer visits the lake, calling it splendid and bought a few games covering the back.",2,0.8270576,-1.8927528,0,3.6076146e-06,other_or_none
"This morning, the engineer baked the tragic boxes in Greece.",4,-0.09196712,0.46782002,1,0.99984634,other_or_none
"Elena visits Tajikistan, calling it lame and bought a few hats wearing a mauve jacket for three days resting a cheek.",2,0.003083685,-0.756623,1,0.9998184,written_number
"Linda was cheerful, and walked near a stack of maps by the pink door by chapter four covering the knee.",1,0.040029947,-3.0570576,0,6.996998e-05,written_number
Mark cries and then brings the wonderful tools in Bahrain.,5,-1.9807154,-0.8586576,1,0.9999373,other_or_none
Does the engineer think the maps is splendid painted violet in Mongolia from row eight holding their stomach?,3,3.654938,0.75154024,1,0.99972016,written_number
Was Eli a fan of the beautiful letters under a magenta sky from Vietnam?,6,-0.9952509,-0.5549488,1,0.99545884,other_or_none
"This morning, Peter served the painful maps with a magenta cover in Brazil.",4,-0.4646118,-0.1854283,1,0.9999157,other_or_none
"My friend visits Nepal, calling it painful and tried the local egg with 9 spare parts with one brain raised.",2,0.060187053,-0.30085203,1,0.9999827,digit
Does the painter find those gloomy bread in Jamaica though it had not been the plan?,7,0.35336682,1.3953774,1,0.9999019,other_or_none
Did the worker think the shoes was dismal in Sweden throughout the unexpected week?,3,1.2722089,0.8717319,1,0.9995765,other_or_none
"Why is the scientist nice, and run near a plate of eggs with a yellow cover in Guatemala with one forehead raised before the meeting next week?",1,-0.7958822,0.35834935,1,0.99933076,written_number
"Did the volunteer visit the harbor, calling it rotten and bought a few boxes painted peach for 3 days shaking the forehead between the morning and evening shift?",2,0.72379875,3.0111074,0,0.004097798,digit
The engineer baked those outstanding lamb with a silver cover at 7 in the morning as part of the project.,7,2.1085513,1.9442691,0,6.1049714e-06,digit
"Does Pablo visit the library, calling it gloomy and tried the local taco beside a orange fence from row 8 with one cheeks raised between the morning and evening shift?",2,-0.19330436,1.3704058,0,0.028636774,digit
"The scientist visited Mexico, calling it harsh and bought a few tools at table 6 holding their tongue.",2,0.45202535,-0.4053132,1,0.99993455,digit
"Yesterday, the writer found the nice hats with five friends.",4,3.9045968,-2.1174552,0,7.401389e-05,written_number
Did Jacob make the great songs by the olive door in Iran while waiting for the bus?,0,-0.7775385,-0.036603063,1,0.9941831,other_or_none
"Yesterday, Henry sold the pathetic coins with a gold cover in Australia near gate fifteen.",4,3.3562183,-0.80198765,1,5.019323e-06,written_number
Brian arrives and then brings the beautiful books wearing a grey jacket covering the foot.,5,-1.3231959,-2.8044372,0,6.208029e-07,other_or_none
"Why is the visitor lousy, and smile near a plate of ginger beside a purple fence in Germany holding their feet as part of the project?",1,-0.43278867,1.7848693,1,0.99991095,other_or_none
Did the librarian think the corn was wretched with a olive cover in Mozambique at mile 18?,3,1.5367569,1.3077704,1,0.9998292,digit
Priya was a fan of the useless puzzles after fourteen miles after the morning radio broadcast.,6,3.1718004,-1.5004184,0,0.00011232318,written_number
"Why is Jane terrible, and walk near a stack of plans holding a orange bag?",1,-1.3651737,1.9506612,0,0.1205431,other_or_none
"Why is Sophie kind, and walk near a plate of salad under a orange sky with one lips raised during the long quiet afternoon?",1,-2.5240552,-0.59032255,0,0.0004800386,written_number
"Hannah visits the market, calling it great and tried the local bread with a emerald cover shaking the leg after the morning radio broadcast.",2,-3.8926332,-0.048595678,0,2.0913621e-08,other_or_none
Isaac sold those sad jam on a sapphire carpet in Cambodia for thirty dollars.,7,0.503445,-0.64355534,1,0.9968988,written_number
Did the painter serve those boring songs dressed in green on day 11 and the teeth was steady?,7,2.6383178,-0.16353281,0,1.5293153e-06,digit
Did the photographer cry and then love the cheerful plans painted ruby in Haiti?,5,1.1752468,0.6106121,1,0.9998627,other_or_none
Did the chef think the wine was dismal with a plum cover in Montenegro and the cheek was steady in a characteristic way?,3,-0.6124782,1.6674932,1,0.9999528,other_or_none
Martha is a fan of the gloomy tickets from Turkey covering the feet while the children played outside.,6,-2.7867615,-0.8153638,1,0.9999845,other_or_none
"The neighbor visited the lake, calling it miserable and bought a few letters on a maroon carpet after two hours holding their skin.",2,3.3382568,0.84699833,0,2.1181704e-06,written_number
"Beth visited the library, calling it lovely and tried the local biscuit for three days and the thumb was steady while the children played outside.",2,-2.9699738,-0.98475015,0,0.00088880834,written_number
The traveler is a fan of the magnificent bananas under a lime sky with one chance.,6,2.1709056,1.6803367,0,2.9435947e-08,written_number
Was Quinn a fan of the wretched shoes?,6,-2.0670753,-1.1835331,0,0.00016569607,other_or_none
The painter liked the kind oatmeal dressed in peach in Estonia.,0,2.160379,1.6074582,1,0.99988556,other_or_none
Does the doctor think the tools is fabulous between the morning and evening shift?,3,1.1823367,-0.9149308,0,1.5662386e-05,other_or_none
"Why was Yuki horrible, and run near a plate of lasagna in Mongolia at mile 18?",1,0.01556831,0.041141707,1,0.99986386,digit
The engineer loves those harsh stories painted gold for 3 days even after everyone went home.,7,9.504932,-0.36707482,0,1.6409895e-07,digit
"Today, the worker sells the awesome letters in Finland as part of the project.",4,0.10098317,-0.26887333,1,0.9997267,other_or_none
Is the gardener a fan of the awful photos and the throat was steady?,6,-2.5026467,1.2842503,0,0.0039015622,other_or_none
Is the cyclist a fan of the nice stories wearing a turquoise jacket for thirty dollars and the nose was steady during the long quiet afternoon?,6,2.816411,-1.7648289,0,3.8896127e-07,written_number
"Sam visited Malaysia, calling it awesome and tried the local chicken holding their stomach.",2,-3.3199232,-0.9728245,1,0.9998073,other_or_none
Did the writer like the wretched clothes under a azure sky resting a heel while waiting for the bus?,0,0.79510516,0.51488405,0,4.069668e-07,other_or_none
Is the photographer a fan of the useless keys beside a turquoise fence from Thailand from row 8 with one lungs raised?,6,4.454996,0.73850226,1,0.9974445,digit
"Why is the driver painful, and arrive near a stack of songs in Georgia with one lip raised?",1,1.895231,0.8406774,1,0.9921812,written_number
Does Paul order the sad books in Namibia covering the arms after the morning radio broadcast?,0,-3.8922338,-0.7773256,1,0.99944824,other_or_none
Does Nathan run and then order the stupid songs on a turquoise carpet in Jamaica after 2 hours and the hand was steady though it had not been the plan?,5,1.0389159,-0.10811644,1,0.9969283,digit
Did Aaron think the letters was delightful holding a cyan bag in Switzerland in 12 minutes resting a hands?,3,-0.9221973,-1.1621642,1,0.9993605,digit
Does my friend think the games is nice wearing a peach jacket in Haiti with 9 spare parts with one lungs raised while the children played outside?,3,2.8780453,0.23190069,1,0.999801,digit
"Frank visits Latvia, calling it incredible and tried the local wine.",2,-1.547919,-0.70414364,1,0.9998472,other_or_none
The musician thinks the pictures is wonderful painted grey covering the eyes.,3,1.3102195,-1.5286009,0,8.814195e-06,other_or_none
"On yesterday, did Bella order the splendid waffle in 2024 covering the hips after the morning radio broadcast?",4,-3.568845,-0.8860014,0,0.34799525,digit
Was the writer a fan of the cheerful dumplings with five friends covering the neck?,6,-0.93416774,1.1666108,0,5.7006782e-06,written_number
Jack is a fan of the wonderful onion from Senegal with nine spare parts covering the neck.,6,-1.4543186,-1.1952167,1,0.9998323,written_number
Andrew waits and then prepares the wretched stories on a red carpet covering the fingers.,5,-3.2145214,-1.5573874,0,0.0010151075,other_or_none
"On today, does Leo hate the disappointing cheese in Azerbaijan after two hours holding their eyelash while waiting for the bus?",4,-2.6183758,-0.58669096,1,0.9999851,written_number
Does the worker think the egg is amazing in Belarus after two hours during the long quiet afternoon?,3,1.9689634,0.3820039,1,0.9998006,written_number
"Daniel is amazing, and smiles near a stack of boxes from row eight holding their shoulder between the morning and evening shift.",1,0.31339923,-3.2173755,0,0.00022482949,written_number
"Today, the carpenter packs the brilliant puzzles with a sense of curiosity.",4,3.8484097,-1.7469444,0,4.2000817e-08,other_or_none
The photographer ate the fantastic pudding by the mauve door near gate 15.,0,3.7886047,1.8424965,0,0.015815482,digit
"Did Jane visit the harbor, calling it superb and bought a few boxes painted black between the morning and evening shift?",2,1.7949951,-1.5647064,0,0.0041364385,other_or_none
"Why is the chef gloomy, and laugh near a plate of garlic in Taiwan for three days and the arms was steady?",1,-0.7166111,0.53168064,1,0.99993956,written_number
"Does the traveler visit the city, calling it charming and bought a few coins near gate 15 holding their eyes with a sense of curiosity?",2,2.0752506,-1.7176527,0,5.8632682e-05,digit
The photographer thought the lemon was rotten in Mexico after fourteen miles with one leg raised while waiting for the bus.,3,2.4809482,1.1343272,1,0.998939,written_number
"Why is Julia disappointing, and travel near a plate of milk under a navy sky?",1,-2.6027856,1.4740169,0,7.664609e-05,other_or_none
Nathan was a fan of the stupid sauce from Nepal while the children played outside.,6,-1.8535233,-0.08082278,1,0.9999652,other_or_none
"Did the teacher visit the harbor, calling it magnificent and bought a few magazines with a blue cover and the jaw was steady?",2,0.8105119,-0.7333827,0,0.00491206,other_or_none
"The neighbor was outstanding, and rested near a stack of shoes with one chance.",1,3.2579205,-2.4289532,0,9.1078726e-07,written_number
Does Lucas find those amazing magazines in Morocco resting a tooth throughout the unexpected week?,7,-3.6008823,-1.3889949,1,0.99984264,other_or_none
The volunteer serves the wonderful letters holding their elbow throughout the unexpected week.,0,0.22437952,-2.6508288,0,1.8381376e-08,other_or_none
"On yesterday, did the neighbor collect the lame sushi by the turquoise door with 5 friends and the shoulders was steady in a characteristic way?",4,0.037424237,2.1653395,0,0.019060347,digit
My friend ate those dismal peas painted yellow at mile 18 resting a lip before the meeting next week.,7,-0.6863893,2.712954,0,4.881631e-08,digit
"Aisha is happy, and laughs near a stack of tickets from row eight.",1,1.986168,-2.866702,0,0.0016779564,written_number
Did Jose think the pictures was wretched painted teal in Malaysia?,3,-0.72840786,0.10101794,1,0.9987691,other_or_none
"This morning, the artist served the nice porridge holding a lemon bag covering the elbow during the long quiet afternoon.",4,-2.8669548,1.6083269,0,2.9351358e-11,other_or_none
Was William a fan of the delighted potatoes wearing a black jacket from row 8 covering the belly?,6,-0.93423355,1.0357969,0,0.00010741847,digit
"This morning, Priya bought the harsh keys with 5 friends resting a hands.",4,0.899358,-2.100485,0,2.0017929e-07,digit
Did the traveler bring the rotten boxes on a sapphire carpet during the long quiet afternoon?,0,2.717621,1.8603427,0,0.0017865287,other_or_none
Is Diana a fan of the dismal shoes?,6,-0.49193946,-1.5959548,0,1.2427332e-05,other_or_none
Did Eva make the happy coins wearing a tan jacket in Croatia in apartment 21?,0,1.7514851,-0.19379692,1,0.99987245,digit
The journalist is a fan of the amazing magazines by the teal door covering the hands throughout the unexpected week.,6,0.10583397,-1.4605817,0,2.2416147e-05,other_or_none
Elena was a fan of the happy books under a tan sky from Botswana in twenty minutes.,6,1.983619,-0.35308877,1,0.99986935,written_number
The doctor was a fan of the annoying steak.,6,-1.1562811,2.5290487,0,1.6176764e-05,other_or_none
The cyclist thinks the hats is cheerful by the yellow door with one chance while waiting for the bus.,3,2.060673,-0.62298346,0,0.90899694,written_number
"On right now, does George find the pathetic tickets with a crimson cover with one arms raised?",4,-0.36690545,-0.8323611,0,0.0007103186,written_number
"Did Bob visit the museum, calling it harsh and bought a few books after two hours covering the eyes before the meeting next week?",2,-1.1005937,-1.8473994,0,3.3072753e-05,written_number
"Did Grace visit the market, calling it magnificent and bought a few stamps with one neck raised while the children played outside?",2,-1.2553554,-3.2898912,0,1.2937146e-05,written_number
The painter is a fan of the nasty stories beside a amethyst fence from Norway for three days.,6,5.613481,0.8341046,1,0.9997415,written_number
Does the dancer cook the painful plans in Palestine covering the shoulder?,0,-1.5349597,0.94590646,1,0.99966526,other_or_none
"Does the librarian visit the lake, calling it dismal and bought a few coins with a purple cover in apartment 21?",2,4.263336,2.6923993,0,0.8439334,digit
The chef thought the clothes was rotten dressed in plum covering the toe.,3,0.94081354,0.6363033,0,3.44793e-05,other_or_none
Did Henry think the salami was amazing in 2024 and the lip was steady in a characteristic way?,3,-2.64032,0.1560269,0,2.5641486e-07,digit
Sophie thinks the papers is fantastic on a emerald carpet in Nigeria with one hair raised.,3,-1.2849869,-1.5881903,1,0.99983823,written_number
Was Tim a fan of the magnificent potatoes beside a beige fence from Turkey by chapter four?,6,1.3947312,0.22485854,1,0.99567884,written_number
"Yesterday, the traveler brought the tragic keys painted lavender near gate fifteen covering the muscles.",4,4.3218913,-0.038119934,0,1.5631606e-07,written_number
My friend is a fan of the annoying magazines by the plum door after two hours while waiting for the bus.,6,2.9887598,0.101419315,0,7.684955e-06,written_number
"Why is Mary delighted, and travel near a plate of pear on a coral carpet in Latvia near gate 15 shaking the eyes?",1,-1.239759,0.096334234,1,0.7033434,digit
Did Gabriel think the tickets was disappointing covering the nose?,3,-2.2343817,-1.730359,0,1.8319923e-05,other_or_none
"Why is Maria dreadful, and wait near a stack of puzzles in Mozambique with five friends?",1,0.2699868,-0.64934015,1,0.99973017,written_number
"Did the traveler visit Austria, calling it pathetic and bought a few tickets on a ivory carpet at seven in the morning?",2,2.168275,0.78469795,1,0.99949014,written_number
Leo sold the painful keys holding a azure bag.,0,1.3317779,-0.7577839,0,4.1557563e-05,other_or_none
Does Tony wait and then like the splendid fish beside a blue fence near gate 15 covering the chin?,5,-3.2832768,0.93882084,0,2.0877232e-12,digit
Did Rachel hate those useless ice in Greece with eleven attempts with one wrist raised?,7,-1.0781733,-0.5550064,1,0.9999188,written_number
"Why is Leo happy, and run near a plate of lasagna painted silver in Tanzania in twenty minutes?",1,2.258461,0.5798277,1,0.9989938,written_number
The librarian thought the keys was useless under a grey sky in Senegal with five friends throughout the unexpected week.,3,4.2963066,0.99954885,1,0.9998821,written_number
"Did my friend visit China, calling it beautiful and tried the local corn at table six?",2,0.6798982,0.1455316,1,0.9995571,written_number
Does Lucas prepare those frustrating steak painted tan covering the kidney?,7,-4.8730907,1.107483,0,7.3485616e-08,other_or_none
"Jacob visits the harbor, calling it annoying and bought a few clothes for 3 days.",2,0.7888817,-1.3262055,0,6.9931993e-06,digit
The gardener bought those nice fries in Palestine resting a shoulders as part of the project.,7,-1.4085715,0.09860101,1,0.999819,other_or_none
Did the musician prepare those brilliant milk holding a turquoise bag in Iceland with one hands raised?,7,0.8405152,1.0761567,1,0.99990404,written_number
"Did the student visit Senegal, calling it frustrating and tried the local salami?",2,0.3046922,1.2623296,1,0.9998536,other_or_none
Does the cyclist order those beautiful broccoli dressed in purple near gate fifteen and the skin was steady?,7,0.89051485,1.2129931,0,8.109993e-06,written_number
Does the scientist pack the disappointing papers in Libya in apartment 21 with one tooth raised in a characteristic way?,0,1.020106,0.042788215,1,0.999908,digit
"Why is Rachel nice, and smile near a plate of chicken with a cyan cover in Panama?",1,-1.0830946,0.26119426,1,0.9990621,other_or_none
"Why is Beth dreadful, and work near a plate of lemon by chapter four between the morning and evening shift?",1,-0.57555777,2.0262587,0,1.3888874e-06,written_number
"Did Emma visit Qatar, calling it boring and bought a few tools with 9 spare parts resting a chin before the meeting next week?",2,-2.1849551,-0.90897316,1,0.9997261,digit
Did Matt make the lame cake while waiting for the bus?,0,-2.8739357,-0.34391764,0,0.9661302,other_or_none
Did the gardener think the books was painful after 2 hours shaking the brain?,3,1.9478439,-0.43368268,0,2.7314704e-09,digit
The engineer collects the terrible spaghetti under a crimson sky at seven in the morning shaking the cheeks even after everyone went home.,0,-0.15091635,2.939842,0,6.3931435e-07,written_number
The carpenter found the boring sushi by the olive door with eleven attempts though it had not been the plan.,0,1.9427848,3.183542,0,1.7207046e-08,written_number
Does Yuki find those frustrating pictures in Australia?,7,-1.2151655,-0.2616805,1,0.99942625,other_or_none
"On yesterday, did the writer prepare the frustrating potatoes painted cyan in Spain and the nose was steady?",4,-1.2378123,1.497608,1,0.9997211,other_or_none
"The doctor is happy, and smiles near a stack of coins holding a teal bag in Ethiopia holding their ear.",1,-0.5403576,0.2990852,1,0.9998493,other_or_none
Sam was a fan of the boring pictures for 30 dollars.,6,1.3632782,-1.7061708,0,0.0002381672,digit
Nathan thinks the taco is lame.,3,-4.2980013,1.2742295,0,2.5568233e-06,other_or_none
"The cyclist was incredible, and laughed near a plate of pancake by the teal door with one liver raised while the children played outside.",1,0.034357324,0.60696334,0,0.19122337,written_number
Does the volunteer think the shoes is happy in Philippines at mile 18 while the children played outside?,3,3.1579998,-0.33009222,1,0.98124725,digit
The photographer packed those awesome broccoli painted beige before the meeting next week.,7,-0.046485,0.041486766,0,0.0015312816,other_or_none
The librarian found those nice shoes.,7,1.4097757,-1.7343897,0,0.00010182064,other_or_none
Did the traveler think the boxes was tragic on a plum carpet in Colombia for 30 dollars?,3,4.314545,1.4014025,1,0.9996383,digit
"Sam visited the library, calling it painful and bought a few puzzles with one chance covering the bones.",2,-1.577049,-2.5251915,0,0.0011226434,written_number
Was Kyle a fan of the kind shoes by the purple door from Slovenia holding their shoulder even after everyone went home?,6,-1.5290873,-0.5615033,1,0.9998847,other_or_none
Sara serves those lousy candy with a indigo cover in Georgia across seven cities.,7,0.69471204,0.552979,1,0.99984396,written_number
Liam laughed and then liked the horrible pie holding a olive bag in Pakistan while the children played outside.,5,-0.9475658,0.85533977,1,0.9999418,other_or_none
"Why was the volunteer wretched, and wait near a stack of papers dressed in scarlet?",1,0.64440304,0.45378876,0,0.0012842102,other_or_none
The engineer arrives and then orders the cheerful tickets at mile 18 resting a forehead.,5,1.2304215,-1.5321776,0,0.04667159,digit
