text,template_id,country_label,country_word_guess,country_logit,country_prob,pre_gate_0,post_gate_0,contrib_0,pre_gate_56,post_gate_56,contrib_56,pre_gate_5,post_gate_5,contrib_5,pre_gate_60,post_gate_60,contrib_60,pre_gate_11,post_gate_11,contrib_11,pre_gate_61,post_gate_61,contrib_61
Did the scientist wait and then sell the delighted carrot holding their hair?,5,0,,-11.371579,1.1518102e-05,-1.4723548,0.0,-0.0,-1.0766411,0.0,-0.0,1.2645522,1.2645522,-4.790911,-0.9854094,0.0,-0.0,1.3659271,1.3659271,-3.7055027,1.3829948,1.3829948,-3.6773193
The student made those great cereal by the ruby door across seven cities covering the hair while waiting for the bus.,7,0,,-10.238731,3.5756908e-05,-1.3784516,0.0,-0.0,-0.6089156,0.0,-0.0,1.0868669,1.0868669,-4.117728,-0.56884557,0.0,-0.0,1.2992915,1.2992915,-3.5247328,2.105444,2.105444,-5.5982785
Is Charlotte a fan of the tragic vegetables with a maroon cover from UAE after 2 hours in a characteristic way?,6,1,UAE,9.020314,0.9998791,0.14644577,0.14644577,-0.54383165,-0.1066196,0.0,-0.0,0.59424603,0.59424603,-2.251374,-0.10975388,0.0,-0.0,0.8149127,0.8149127,-2.2107046,0.7083434,0.7083434,-1.8834524
The worker thought the bread was pathetic dressed in cyan in Syria covering the nose between the morning and evening shift.,3,1,Syria,10.701109,0.99997747,0.2612852,0.2612852,-0.97029203,0.12771589,0.12771589,-0.42558894,0.15426157,0.15426157,-0.58443886,-0.06795949,0.0,-0.0,0.77700496,0.77700496,-2.107868,0.5345658,0.5345658,-1.4213859
The journalist was a fan of the brilliant shoes between the morning and evening shift.,6,0,,-3.520669,0.028729822,0.69131887,0.69131887,-2.5672376,1.2034864,1.2034864,-4.0103903,-0.48748225,0.0,-0.0,1.1769204,1.1769204,-3.7512066,-1.0441515,0.0,-0.0,-1.0404842,0.0,-0.0
"Did my friend visit Cameroon, calling it harsh and bought a few tickets on a grey carpet after fourteen miles?",2,1,Cameroon,8.040198,0.9996779,0.6812158,0.6812158,-2.5297196,0.7564328,0.7564328,-2.5206687,0.24467608,0.24467608,-0.9269853,0.61941785,0.61941785,-1.9742748,0.017118156,0.017118156,-0.04643833,0.048640072,0.048640072,-0.12933171
Is Zoe a fan of the happy hats with a grey cover from Denmark by chapter four with one legs raised during the long quiet afternoon?,6,1,Denmark,7.0204616,0.9991074,0.8053726,0.8053726,-2.9907804,0.9090234,0.9090234,-3.0291479,-0.36328304,0.0,-0.0,0.86508304,0.86508304,-2.757285,-0.39692467,0.0,-0.0,-0.13641421,0.0,-0.0
Kate packs those terrible apple as part of the project.,7,0,,-10.407871,3.019297e-05,-1.1659223,0.0,-0.0,-1.6580467,0.0,-0.0,1.780044,1.780044,-6.7439146,-1.6651499,0.0,-0.0,2.1523068,2.1523068,-5.8388023,1.5356102,1.5356102,-4.0831165
"Does Sophie visit the library, calling it awful and tried the local broccoli wearing a cyan jacket with one chance while waiting for the bus?",2,0,,3.3727102,0.96684074,-0.47383934,0.0,-0.0,-0.7106519,0.0,-0.0,0.87415546,0.87415546,-3.311845,-0.6211901,0.0,-0.0,1.3801639,1.3801639,-3.7441244,1.117174,1.117174,-2.9705143
Was Rachel a fan of the stupid corn in 12 minutes?,6,0,,-10.623947,2.432584e-05,-1.113479,0.0,-0.0,-1.5688965,0.0,-0.0,2.0088084,2.0088084,-7.6106167,-1.5875213,0.0,-0.0,2.0464272,2.0464272,-5.5515714,1.6851733,1.6851733,-4.4807982
"Mia visited the museum, calling it rotten and bought a few shoes after two hours though it had not been the plan.",2,0,,-3.2588458,0.037010323,1.795275,1.795275,-6.6668186,1.4247993,1.4247993,-4.7478733,-0.6196118,0.0,-0.0,1.1835344,1.1835344,-3.7722874,-0.9518373,0.0,-0.0,-1.3879119,0.0,-0.0
The cyclist ordered the disappointing papers.,0,0,,-17.258965,3.195412e-08,2.629408,2.629408,-9.764401,2.2402153,2.2402153,-7.465092,-1.1644859,0.0,-0.0,1.8258994,1.8258994,-5.8197017,-1.4909326,0.0,-0.0,-2.240369,0.0,-0.0
My friend waited and then made the lousy grapes with 9 spare parts holding their eye even after everyone went home.,5,0,,-15.916326,1.2235664e-07,-1.6994802,0.0,-0.0,-1.8347635,0.0,-0.0,2.4303558,2.4303558,-9.207701,-1.9884651,0.0,-0.0,2.5206017,2.5206017,-6.8379173,2.6228356,2.6228356,-6.973999
Did the gardener think the pear was nice with a black cover with one chance?,3,0,,-14.237406,6.5580235e-07,-1.6809821,0.0,-0.0,-1.2023581,0.0,-0.0,1.3942312,1.3942312,-5.282216,-0.9550773,0.0,-0.0,1.9802893,1.9802893,-5.372152,2.379272,2.379272,-6.3263745
"Did the chef visit Poland, calling it useless and tried the local burrito?",2,1,Poland,8.326963,0.9997582,-0.07899493,0.0,-0.0,-0.15063167,0.0,-0.0,0.60235,0.60235,-2.2820768,-0.19808209,0.0,-0.0,0.7874127,0.7874127,-2.1361022,0.40193433,0.40193433,-1.0687249
The artist worked and then loved the magnificent games with a coral cover in Pakistan for 3 days and the cheeks was steady throughout the unexpected week.,5,1,Pakistan,9.246515,0.99990356,0.52600193,0.52600193,-1.9533273,0.86010575,0.86010575,-2.8661392,-0.1509547,0.0,-0.0,0.67877144,0.67877144,-2.1634529,-0.13925242,0.0,-0.0,0.15702736,0.15702736,-0.4175285
"The musician visits Ireland, calling it incredible and tried the local lemon beside a orange fence in 2024.",2,1,Ireland,7.2785435,0.99931026,-0.29658294,0.0,-0.0,0.012506604,0.012506604,-0.041675884,0.6401961,0.6401961,-2.4254613,0.0008201003,0.0008201003,-0.0026139114,0.97603166,0.97603166,-2.64779,1.4293,1.4293,-3.8004427
"Lucas was painful, and travelled near a stack of boxes in Serbia holding their thumb during the long quiet afternoon.",1,1,Serbia,7.436817,0.9994112,0.89492905,0.89492905,-3.3233514,0.5384728,0.5384728,-1.7943583,-0.18851021,0.0,-0.0,0.31254482,0.31254482,-0.99617624,-0.11498332,0.0,-0.0,-0.63518924,0.0,-0.0
"Rachel is tragic, and runs near a stack of stories during the long quiet afternoon.",1,0,,-8.394163,0.00022613253,2.0473518,2.0473518,-7.6029153,1.5850238,1.5850238,-5.2817907,-0.89562714,0.0,-0.0,1.3568747,1.3568747,-4.324776,-1.1819545,0.0,-0.0,-1.8649532,0.0,-0.0
Does Kevin collect those pleasant shoes throughout the unexpected week?,7,0,,-11.95028,6.4573815e-06,1.8593457,1.8593457,-6.9047475,2.0078082,2.0078082,-6.69064,-1.2589426,0.0,-0.0,1.9631367,1.9631367,-6.257119,-1.9699899,0.0,-0.0,-2.1739025,0.0,-0.0
"Does Oliver visit Cameroon, calling it stupid and tried the local cookies?",2,1,Cameroon,10.709525,0.9999777,0.22188152,0.22188152,-0.8239651,-0.028756976,0.0,-0.0,0.32779765,0.32779765,-1.2419016,0.00023764372,0.00023764372,-0.0007574435,0.42115486,0.42115486,-1.1425138,-0.054817706,0.0,-0.0
Did Anna bring the frustrating banana holding a grey bag in Sweden in twenty minutes?,0,1,Sweden,8.815755,0.9998516,0.22728916,0.22728916,-0.84404653,-0.05695671,0.0,-0.0,0.49535316,0.49535316,-1.8767062,-0.055262923,0.0,-0.0,0.90047526,0.90047526,-2.4428196,0.8407856,0.8407856,-2.2356102
George thought the stamps was lovely painted gray in Malaysia at seven in the morning during the long quiet afternoon.,3,1,Malaysia,6.942057,0.99903464,0.6631715,0.6631715,-2.4627116,0.8128798,0.8128798,-2.7087677,-0.32161495,0.0,-0.0,0.7714434,0.7714434,-2.458827,-0.28699797,0.0,-0.0,-0.084646106,0.0,-0.0
"Megan was marvelous, and rested near a plate of salt by the scarlet door in Nepal with five friends.",1,1,Nepal,5.533007,0.9960615,-0.12349111,0.0,-0.0,0.21016192,0.21016192,-0.7003247,0.43348062,0.43348062,-1.6422945,0.27124923,0.27124923,-0.8645545,0.130824,0.130824,-0.35490084,0.44248646,0.44248646,-1.1765511
Did Quinn travel and then order the wretched jam painted lavender for three days with one muscle raised?,5,0,,-1.3290612,0.2093147,0.2991215,0.2991215,-1.1107985,-0.25927243,0.0,-0.0,0.77008474,0.77008474,-2.9175606,-0.49238253,0.0,-0.0,1.1997093,1.1997093,-3.254585,0.9971608,0.9971608,-2.6514046
"This morning, the photographer baked the fantastic tickets in Jordan and the kidney was steady.",4,1,Jordan,7.286888,0.999316,0.33308268,0.33308268,-1.2369146,0.5931512,0.5931512,-1.9765638,-0.22435337,0.0,-0.0,0.46627992,0.46627992,-1.4861772,-0.23216099,0.0,-0.0,-0.3634812,0.0,-0.0
Does Kyle sell those painful tools?,7,0,,-6.727027,0.0011966559,1.8720769,1.8720769,-6.9520254,1.4636091,1.4636091,-4.8771996,-0.85252607,0.0,-0.0,1.314575,1.314575,-4.189954,-1.2076821,0.0,-0.0,-1.7834537,0.0,-0.0
Noah sold the awesome boxes.,0,0,,-15.70024,1.518701e-07,1.843419,1.843419,-6.845603,2.2822275,2.2822275,-7.60509,-1.5659058,0.0,-0.0,2.244021,2.244021,-7.1523833,-2.220428,0.0,-0.0,-2.2811372,0.0,-0.0
James cried and then brought the amazing stew in Oman covering the ears.,5,1,Oman,7.943052,0.999645,-0.1335755,0.0,-0.0,-0.12745678,0.0,-0.0,0.2683757,0.2683757,-1.0167742,-0.17445555,0.0,-0.0,0.3967186,0.3967186,-1.0762228,0.15646684,0.15646684,-0.41603813
The doctor thinks the puzzles is gloomy in Kazakhstan resting a feet as part of the project.,3,1,Kazakhstan,9.669427,0.9999368,0.6858822,0.6858822,-2.5470486,0.6062621,0.6062621,-2.0202534,0.055956334,0.055956334,-0.21199743,0.3133489,0.3133489,-0.99873906,0.10229108,0.10229108,-0.2774964,-0.22666714,0.0,-0.0
Does the journalist think the papers is useless at table 6 covering the bone?,3,0,,-2.7270622,0.061395228,1.4269567,1.4269567,-5.299055,1.6993924,1.6993924,-5.662903,-0.71743315,0.0,-0.0,1.469727,1.469727,-4.684471,-1.2612374,0.0,-0.0,-1.1224,0.0,-0.0
Lucas thought the maps was charming beside a ivory fence from row 8 with one hip raised throughout the unexpected week.,3,0,,-13.315107,1.6493835e-06,1.8498597,1.8498597,-6.869521,2.3594131,2.3594131,-7.8622966,-1.5405818,0.0,-0.0,2.284444,2.284444,-7.2812243,-2.1022992,0.0,-0.0,-1.622228,0.0,-0.0
"George was outstanding, and travelled near a plate of apples in Tunisia at table six.",1,1,Tunisia,8.903672,0.9998641,-0.111502245,0.0,-0.0,0.0072479844,0.0072479844,-0.024152532,0.7650987,0.7650987,-2.8986702,-0.036332786,0.0,-0.0,0.3712179,0.3712179,-1.0070442,0.5814993,0.5814993,-1.5461798
"On today, does the volunteer bring the wonderful songs under a gray sky even after everyone went home?",4,0,,-18.603168,8.3319485e-09,2.002073,2.002073,-7.434771,2.6172724,2.6172724,-8.721563,-1.9155319,0.0,-0.0,2.5957098,2.5957098,-8.273324,-2.1391115,0.0,-0.0,-2.0298605,0.0,-0.0
"This morning, the volunteer packed the delightful shoes dressed in scarlet.",4,0,,-1.9485584,0.124710634,0.412346,0.412346,-1.5312618,0.91743004,0.91743004,-3.0571616,-0.57107997,0.0,-0.0,1.0352149,1.0352149,-3.2995477,-0.47309828,0.0,-0.0,-0.35615313,0.0,-0.0
Did the chef find the charming puzzles beside a peach fence and the lip was steady?,0,0,,-6.530846,0.0014556498,-1.1339278,0.0,-0.0,-0.82992256,0.0,-0.0,0.71466655,0.71466655,-2.7076018,-0.68185675,0.0,-0.0,1.522346,1.522346,-4.1298375,1.4612907,1.4612907,-3.8855047
"The photographer was delighted, and worked near a plate of fish dressed in olive in Belgium holding their foot.",1,1,Belgium,8.82833,0.9998535,-0.20574114,0.0,-0.0,0.08891386,0.08891386,-0.29628855,0.2738333,0.2738333,-1.037451,-0.021852076,0.0,-0.0,0.57740533,0.57740533,-1.5663918,0.63569826,0.63569826,-1.6902924
Quinn brought those terrible tea shaking the stomach.,7,0,,-15.537894,1.786398e-07,-0.8647406,0.0,-0.0,-1.6566341,0.0,-0.0,1.6069062,1.6069062,-6.087961,-1.806618,0.0,-0.0,2.3098059,2.3098059,-6.266068,1.5108194,1.5108194,-4.017199
Anna was a fan of the splendid stories in a characteristic way.,6,0,,-11.788401,7.592055e-06,1.5016742,1.5016742,-5.5765214,1.8985566,1.8985566,-6.3265796,-1.2661926,0.0,-0.0,1.8998911,1.8998911,-6.0555363,-1.8413116,0.0,-0.0,-1.9050264,0.0,-0.0
The artist thinks the letters is superb with five friends resting a lip between the morning and evening shift.,3,0,,-8.354146,0.00023536301,1.0776017,1.0776017,-4.001713,1.8741375,1.8741375,-6.245208,-0.8118257,0.0,-0.0,1.7027111,1.7027111,-5.427063,-1.6686584,0.0,-0.0,-1.188076,0.0,-0.0
"Does Leo visit the market, calling it miserable and tried the local pie painted indigo?",2,0,,-12.278852,4.6490063e-06,-1.0135491,0.0,-0.0,-1.6581204,0.0,-0.0,1.4675281,1.4675281,-5.5599103,-1.5871363,0.0,-0.0,2.6315022,2.6315022,-7.138769,2.0778928,2.0778928,-5.525021
"Right now, the musician bakes the stupid donuts shaking the heel with a sense of curiosity.",4,0,,-6.9659963,0.0009425333,-1.1864767,0.0,-0.0,-1.2802179,0.0,-0.0,1.396735,1.396735,-5.291702,-1.4022484,0.0,-0.0,2.0644026,2.0644026,-5.600335,1.8034143,1.8034143,-4.7951956
The librarian packs the cheerful pizza in USA.,0,1,USA,8.203511,0.99972636,-0.23252805,0.0,-0.0,0.060756266,0.060756266,-0.20245872,0.74628013,0.74628013,-2.8273737,-0.021600008,0.0,-0.0,0.44980174,0.44980174,-1.2202274,0.40895873,0.40895873,-1.0874025
Is Andrew a fan of the great books holding their throat before the meeting next week?,6,0,,-6.197103,0.0020311843,1.1094638,1.1094638,-4.120034,1.3312222,1.3312222,-4.436045,-1.0462359,0.0,-0.0,1.3773174,1.3773174,-4.389933,-1.3065346,0.0,-0.0,-1.5106529,0.0,-0.0
"Why is Helen stupid, and laugh near a plate of potato?",1,0,,-10.091417,4.143193e-05,-1.0105942,0.0,-0.0,-1.5475199,0.0,-0.0,1.5981025,1.5981025,-6.054607,-1.5207646,0.0,-0.0,2.0048156,2.0048156,-5.438687,1.3229854,1.3229854,-3.5177572
Does Jenny think the letters is charming painted olive in Somalia in 2024 resting a ears while waiting for the bus?,3,1,Somalia,8.587494,0.9998136,0.3344925,0.3344925,-1.2421501,0.51047707,0.51047707,-1.7010679,-0.1284051,0.0,-0.0,0.5414881,0.5414881,-1.7258887,-0.08631688,0.0,-0.0,0.14256406,0.14256406,-0.37907127
Did the photographer bring the great bagel?,0,0,,-0.7794577,0.3144368,-0.8088057,0.0,-0.0,-0.38509974,0.0,-0.0,0.83960396,0.83960396,-3.1809425,-0.26672444,0.0,-0.0,0.6838643,0.6838643,-1.8551949,0.6793381,0.6793381,-1.8063287
"Today, Ryan brings the rotten grape on a green carpet in Spain at table six.",4,1,Spain,11.036462,0.9999839,0.2968117,0.2968117,-1.102221,0.08221257,0.08221257,-0.2739578,0.50845176,0.50845176,-1.9263319,-0.016386092,0.0,-0.0,0.6995176,0.6995176,-1.8976594,0.688251,0.688251,-1.8300277
"Why is Aaron rotten, and rest near a plate of cake beside a scarlet fence holding their nose even after everyone went home?",1,0,,-13.829818,9.857937e-07,-0.67941207,0.0,-0.0,-1.450911,0.0,-0.0,1.287057,1.287057,-4.8761735,-1.5251296,0.0,-0.0,2.4606547,2.4606547,-6.6752925,1.8675804,1.8675804,-4.9658103
"Yesterday, the worker ate the stupid magazines after 2 hours shaking the arm while the children played outside.",4,0,,-10.121995,4.0184263e-05,2.274341,2.274341,-8.445848,1.9271663,1.9271663,-6.421916,-0.93204796,0.0,-0.0,1.4182324,1.4182324,-4.520342,-1.0483328,0.0,-0.0,-1.4057184,0.0,-0.0
The journalist was a fan of the delightful rice.,6,0,,-9.500541,7.4805765e-05,-1.4548211,0.0,-0.0,-1.0040773,0.0,-0.0,1.5625671,1.5625671,-5.919977,-0.94575953,0.0,-0.0,1.3583331,1.3583331,-3.6849017,1.4102389,1.4102389,-3.7497602
Diana was a fan of the delightful fish dressed in crimson from Bolivia at mile 18 holding their hands throughout the unexpected week.,6,1,Bolivia,8.94682,0.9998698,0.25984633,0.25984633,-0.9649488,0.38697135,0.38697135,-1.2895086,-0.22007462,0.0,-0.0,0.36657548,0.36657548,-1.1683886,0.22024748,0.22024748,-0.5974899,0.36488318,0.36488318,-0.9702076
Gabriel walks and then bakes the magnificent keys under a ruby sky for thirty dollars holding their arms.,5,0,,-8.76029,0.00015681451,1.9239203,1.9239203,-7.144548,2.145946,2.145946,-7.150958,-1.4814583,0.0,-0.0,1.9884973,1.9884973,-6.337951,-1.7124132,0.0,-0.0,-1.4951477,0.0,-0.0
Did Ian run and then prepare the harsh coins beside a gray fence in Bahamas resting a toe?,5,1,Bahamas,6.991144,0.9990809,0.86015874,0.86015874,-3.1942308,0.6503658,0.6503658,-2.1672206,-0.36201298,0.0,-0.0,0.6507973,0.6507973,-2.0742908,-0.10380721,0.0,-0.0,-0.495423,0.0,-0.0
"On yesterday, did Beth cook the splendid garlic in Albania?",4,1,Albania,7.8403425,0.99960667,-0.14092563,0.0,-0.0,-0.12671667,0.0,-0.0,0.45669544,0.45669544,-1.7302467,-0.030285478,0.0,-0.0,0.34911996,0.34911996,-0.94709665,0.10887027,0.10887027,-0.289481
Was the teacher a fan of the harsh peach by the turquoise door covering the muscle throughout the unexpected week?,6,0,,-8.593605,0.00018525257,-1.3305914,0.0,-0.0,-1.2469994,0.0,-0.0,1.2649584,1.2649584,-4.79245,-1.2227767,0.0,-0.0,2.372898,2.372898,-6.4372253,2.4597263,2.4597263,-6.540299
"Why is Scott wonderful, and dance near a plate of porridge beside a orange fence in Venezuela and the lips was steady?",1,1,Venezuela,7.1068745,0.9991812,-0.1497783,0.0,-0.0,-0.09951675,0.0,-0.0,0.027513355,0.027513355,-0.10423772,-0.019906819,0.0,-0.0,0.57860315,0.57860315,-1.5696412,0.4619099,0.4619099,-1.2281971
"Paul was kind, and rested near a plate of spaghetti in Peru covering the toes before the meeting next week.",1,1,Peru,8.5586,0.99980813,0.10238287,0.10238287,-0.3802025,0.27270222,0.27270222,-0.90872836,-0.064678684,0.0,-0.0,0.22121942,0.22121942,-0.70509416,0.03149295,0.03149295,-0.08543443,0.004693985,0.004693985,-0.01248109
"Jose visits Greece, calling it horrible and bought a few games wearing a orange jacket in apartment 21 with one face raised.",2,1,Greece,6.5355024,0.9985511,0.33177334,0.33177334,-1.2320523,-0.0257442,0.0,-0.0,0.48468783,0.48468783,-1.8362993,-0.252105,0.0,-0.0,0.9410845,0.9410845,-2.552985,0.8846712,0.8846712,-2.3523
Gabriel cooked the great books under a mauve sky in Poland near gate 15 resting a heel in a characteristic way.,0,1,Poland,7.558615,0.99947876,0.33780092,0.33780092,-1.254436,0.58454895,0.58454895,-1.9478984,-0.27870274,0.0,-0.0,0.55015415,0.55015415,-1.7535101,-0.08876926,0.0,-0.0,0.044525266,0.044525266,-0.11839063
"Why is Lucas annoying, and run near a stack of keys in Estonia with eleven attempts shaking the forehead?",1,1,Estonia,8.879885,0.9998609,0.7887845,0.7887845,-2.92918,0.6182699,0.6182699,-2.0602672,0.032266155,0.032266155,-0.12224428,0.47031778,0.47031778,-1.499047,-0.3176251,0.0,-0.0,-0.561411,0.0,-0.0
Did Kevin eat the frustrating plans painted mauve?,0,0,,-6.1119013,0.0022114315,1.7780918,1.7780918,-6.6030083,1.0600274,1.0600274,-3.53234,-0.81206536,0.0,-0.0,0.943137,0.943137,-3.006067,-0.3774262,0.0,-0.0,-1.2418833,0.0,-0.0
"Right now, Emma prepares the marvelous cucumber on day 11 during the long quiet afternoon.",4,0,,-12.289311,4.600636e-06,-1.4855338,0.0,-0.0,-1.2545258,0.0,-0.0,1.6607562,1.6607562,-6.291979,-1.1012837,0.0,-0.0,1.4278108,1.4278108,-3.8733814,1.6144271,1.6144271,-4.2926874
"On today, does Susan sell the lovely donuts in UAE with eleven attempts?",4,1,UAE,8.737767,0.99983954,-0.11856156,0.0,-0.0,-0.058560133,0.0,-0.0,0.77725524,0.77725524,-2.9447267,-0.020871341,0.0,-0.0,0.38147816,0.38147816,-1.0348784,0.47022253,0.47022253,-1.2503
Does Jacob think the plans is horrible holding a scarlet bag with nine spare parts?,3,0,,-12.006789,6.102602e-06,2.443303,2.443303,-9.073295,2.139907,2.139907,-7.1308336,-1.2894478,0.0,-0.0,1.9602737,1.9602737,-6.247994,-1.429825,0.0,-0.0,-1.6601465,0.0,-0.0
Does the volunteer work and then love the fantastic candy beside a olive fence in Austria with 9 spare parts?,5,1,Austria,6.737586,0.9988159,-0.25753912,0.0,-0.0,0.10840452,0.10840452,-0.36123747,0.80686057,0.80686057,-3.0568902,0.11486137,0.11486137,-0.36609843,0.39194363,0.39194363,-1.0632691,0.6984967,0.6984967,-1.8572705
Did James serve the frustrating tools after two hours?,0,0,,-12.730806,2.9585558e-06,2.364612,2.364612,-8.781073,1.9985038,1.9985038,-6.6596346,-0.94998765,0.0,-0.0,1.7660573,1.7660573,-5.6289663,-1.6142343,0.0,-0.0,-2.062817,0.0,-0.0
The doctor brought those fantastic apple dressed in violet holding their eyes in a characteristic way.,7,0,,-6.8013344,0.0011110541,-1.0760834,0.0,-0.0,-0.52127147,0.0,-0.0,0.45106,0.45106,-1.7088962,-0.40561897,0.0,-0.0,0.9599585,0.9599585,-2.6041863,1.1731857,1.1731857,-3.1194468
Does Fiona pack those sad keys by the amber door in Somalia in a characteristic way?,7,1,Somalia,6.44647,0.9984164,0.8609727,0.8609727,-3.1972535,0.5388688,0.5388688,-1.7956779,-0.30778474,0.0,-0.0,0.5471923,0.5471923,-1.7440697,0.08555856,0.08555856,-0.23210426,-0.41560146,0.0,-0.0
Does the doctor bring those pleasant games in Laos in 12 minutes though it had not been the plan?,7,1,Laos,7.1880207,0.99924505,0.27523065,0.27523065,-1.022079,0.71585524,0.71585524,-2.3854518,0.5046613,0.5046613,-1.9119713,0.60806364,0.60806364,-1.9380854,-0.20963407,0.0,-0.0,0.13612002,0.13612002,-0.36193687
Does Ethan think the songs is disappointing on a gray carpet with eleven attempts holding their leg?,3,0,,-11.8476305,7.15544e-06,2.4058905,2.4058905,-8.934361,1.9861792,1.9861792,-6.618565,-1.4460566,0.0,-0.0,1.7090421,1.7090421,-5.447242,-1.2966417,0.0,-0.0,-1.595479,0.0,-0.0
Does Aaron like the disappointing pear holding a amber bag resting a eyes throughout the unexpected week?,0,0,,-20.113007,1.8409085e-09,-1.8317559,0.0,-0.0,-1.729624,0.0,-0.0,1.3970782,1.3970782,-5.293002,-1.4974687,0.0,-0.0,2.244709,2.244709,-6.0894723,2.2889776,2.2889776,-6.086286
Did the volunteer buy the brilliant dumpling by the silver door in Iceland from row 8 during the long quiet afternoon?,0,1,Iceland,4.7447505,0.9913777,-0.53836346,0.0,-0.0,-0.11001849,0.0,-0.0,0.9998088,0.9998088,-3.7878983,-0.11571574,0.0,-0.0,0.912882,0.912882,-2.4764767,1.3842583,1.3842583,-3.6806788
"Jason was sad, and travelled near a plate of wine in Nigeria after fourteen miles resting a hands though it had not been the plan.",1,1,Nigeria,9.750405,0.9999417,0.28393757,0.28393757,-1.0544125,-0.004200518,0.0,-0.0,0.5339407,0.5339407,-2.0228996,-0.20379302,0.0,-0.0,0.50251824,0.50251824,-1.3632373,0.24746126,0.24746126,-0.6579881
Sarah collected those dreadful grape dressed in tan with five friends shaking the tongue.,7,0,,-14.376063,5.70893e-07,-0.93995607,0.0,-0.0,-1.6182129,0.0,-0.0,1.700892,1.700892,-6.444038,-1.7623408,0.0,-0.0,2.6930275,2.6930275,-7.305676,2.4149525,2.4149525,-6.4212475
Does the student think the maps is delighted under a yellow sky in Sweden at table six as part of the project?,3,1,Sweden,8.069589,0.9996872,0.43229938,0.43229938,-1.6053594,0.72590864,0.72590864,-2.4189527,0.00359869,0.00359869,-0.013634078,0.7435289,0.7435289,-2.3698547,0.0076842904,0.0076842904,-0.020846032,0.29897195,0.29897195,-0.79495263
Does Jose hate the lousy ham wearing a green jacket shaking the lips?,0,0,,-6.0991116,0.0022398331,-0.53978527,0.0,-0.0,-1.1199142,0.0,-0.0,1.0199548,1.0199548,-3.8642237,-1.1564751,0.0,-0.0,1.7662479,1.7662479,-4.7914977,1.0929875,1.0929875,-2.9062035
Did the volunteer prepare the miserable tickets with one muscles raised?,0,0,,-10.980314,1.7033453e-05,2.1930997,2.1930997,-8.1441555,1.9416634,1.9416634,-6.470225,-0.7590595,0.0,-0.0,1.4886427,1.4886427,-4.744761,-1.2057607,0.0,-0.0,-1.5464967,0.0,-0.0
"Does the engineer visit Lithuania, calling it gloomy and tried the local oranges holding a plum bag near gate fifteen holding their skin between the morning and evening shift?",2,1,Lithuania,9.783114,0.9999436,0.2066818,0.2066818,-0.76752037,0.2648908,0.2648908,-0.8826983,0.34379655,0.34379655,-1.3025154,0.110710144,0.110710144,-0.35286722,0.72136533,0.72136533,-1.9569281,0.94605696,0.94605696,-2.5155218
David orders the dreadful boxes wearing a lavender jacket shaking the fingers while waiting for the bus.,0,0,,-18.736183,7.2942234e-09,2.9389904,2.9389904,-10.914047,2.6269612,2.6269612,-8.75385,-2.1579635,0.0,-0.0,2.300688,2.300688,-7.3329988,-1.8018419,0.0,-0.0,-2.2986674,0.0,-0.0
Did the traveler walk and then pack the lousy rice with a white cover in Ireland shaking the tooth though it had not been the plan?,5,1,Ireland,9.42623,0.9999194,-0.101383954,0.0,-0.0,-0.08796519,0.0,-0.0,0.2141785,0.2141785,-0.81144154,-0.12738422,0.0,-0.0,0.90270436,0.90270436,-2.4488668,0.7390839,0.7390839,-1.9651899
The visitor cooked the wonderful tickets with eleven attempts and the arms was steady.,0,0,,0.78627515,0.687031,0.11253472,0.11253472,-0.41790175,0.8694,0.8694,-2.8971105,0.014172509,0.014172509,-0.05369429,0.79151684,0.79151684,-2.5228071,-0.6391282,0.0,-0.0,0.019485384,0.019485384,-0.051810738
"Did the traveler visit Venezuela, calling it painful and bought a few stamps dressed in blue?",2,1,Venezuela,8.040869,0.99967813,0.69592506,0.69592506,-2.584343,0.582265,0.582265,-1.9402877,-0.22598687,0.0,-0.0,0.5151306,0.5151306,-1.6418792,0.26235986,0.26235986,-0.7117328,-0.061152935,0.0,-0.0
"On this morning, did Pablo bring the gloomy vegetables beside a maroon fence at mile 18 while waiting for the bus?",4,0,,-0.6581179,0.34116253,-0.47273397,0.0,-0.0,-0.83971965,0.0,-0.0,1.2952,1.2952,-4.907024,-0.85427594,0.0,-0.0,1.5159712,1.5159712,-4.112544,1.190125,1.190125,-3.1644876
Did Hannah buy those painful potato in Poland at mile 18 and the brain was steady?,7,1,Poland,10.922601,0.999982,0.32004315,0.32004315,-1.1884918,0.06676555,0.06676555,-0.22248352,0.42548588,0.42548588,-1.6120055,-0.033664107,0.0,-0.0,0.2757197,0.2757197,-0.7479756,0.037526697,0.037526697,-0.09978176
Did the scientist serve those dreadful letters dressed in silver by chapter four though it had not been the plan?,7,0,,-26.63111,2.7180426e-12,3.4558601,3.4558601,-12.833462,3.513124,3.513124,-11.706819,-2.2348163,0.0,-0.0,3.1181786,3.1181786,-9.938592,-2.4040103,0.0,-0.0,-2.4612892,0.0,-0.0
Is Steve a fan of the awful bagel under a gold sky and the shoulder was steady?,6,0,,-16.67346,5.7386305e-08,-1.2668124,0.0,-0.0,-1.8608303,0.0,-0.0,1.390428,1.390428,-5.267807,-1.8076103,0.0,-0.0,2.8528056,2.8528056,-7.739124,2.3523586,2.3523586,-6.254813
